;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
ПРАЙС-ЛИСТ НА 08.11.2021;;;;;;;;;;
МОСКВА- тел.+7(495)956-78-25, e-mail: fedor12volt@mail.ru;;;;;;;;;;
САНКТ-ПЕТЕРБУРГ- тел.+7(812)337-13-75, e-mail :alex12v@bk.ru;;;;;;;;;;
;Упаковка;Опт, руб.;РРЦ / INTERNET;Заказ,    шт.;Поступления                              Изменение цены;ССЫЛКА ;;;;
STARLINE БРЕЛОК A96 (вертикальный дисплей);1 шт.;4,030.00р.;4,420.00р.;;;http://www.master12volt.ru/products/breloki-k-avtosiznalizatsiyam/4186/;;;;
STARLINE БРЕЛОК B95;1 шт.;3,090.00р.;3,390.00р.;;;http://www.master12volt.ru/products/breloki-k-avtosiznalizatsiyam/3145/;;;;
STARLINE БРЕЛОК B96;1 шт.;4,030.00р.;4,420.00р.;;;http://www.master12volt.ru/products/breloki-k-avtosiznalizatsiyam/4363/;;;;
STARLINE БРЕЛОК D94;1 шт.;3,090.00р.;3,390.00р.;;;http://www.master12volt.ru/products/breloki-k-avtosiznalizatsiyam/1776/;;;;
STARLINE БРЕЛОК D95;1 шт.;3,090.00р.;3,390.00р.;;;http://www.master12volt.ru/products/breloki-k-avtosiznalizatsiyam/4187/;;;;
STARLINE БРЕЛОК E93/E90/E91/Е63/Е61 (горизонтальный дисплей);1 шт.;3,090.00р.;3,390.00р.;;;http://www.master12volt.ru/products/breloki-k-avtosiznalizatsiyam/2882/;;;;
STARLINE БРЕЛОК E93/E90/E91/Е63/Е61 (вертикальный  дисплей);1 шт.;3,090.00р.;3,390.00р.;;;http://www.master12volt.ru/products/breloki-k-avtosiznalizatsiyam/4367/;;;;
STARLINE БРЕЛОК E95/Е65;1 шт.;3,090.00р.;3,390.00р.;;;http://www.master12volt.ru/products/breloki-k-avtosiznalizatsiyam/2881/;;;;
STARLINE БРЕЛОК E96;1 шт.;4,030.00р.;4,420.00р.;;;http://www.master12volt.ru/products/breloki-k-avtosiznalizatsiyam/4188/;;;;
STARLINE БРЕЛОК MOTO V 62;1 шт.;3,090.00р.;3,390.00р.;;;http://www.master12volt.ru/products/breloki-k-avtosiznalizatsiyam/2880/;;;;
STARLINE БРЕЛОК MOTO V 63;1 шт.;3,090.00р.;3,390.00р.;;;http://www.master12volt.ru/products/breloki-k-avtosiznalizatsiyam/4189/;;;;
STARLINE БРЕЛОК T 94;1 шт.;3,090.00р.;3,390.00р.;;;http://www.master12volt.ru/products/breloki-k-avtosiznalizatsiyam/2879/;;;;
Метка StarLine к i95/95 lux;1 шт.;1,220.00р.;1,360.00р.;;;http://www.master12volt.ru/products/breloki-k-avtosiznalizatsiyam/4369/;;;;
Метка BLE для SL M66/V66/M/X/AS/S/E/B*96 BT/i96CAN;1 шт.;1,410.00р.;1,560.00р.;;;http://www.master12volt.ru/products/breloki-k-avtosiznalizatsiyam/4370/;;;;
KGB GX-7  2WAY TX (брелок ЖК) ;1 шт.;2,965.00р.;3,490.00р.;;NEW поступление!!!;;;;;
Корпус брелока A61/91;1 шт.;360.00р.;380.00р.;;;;;;;
Корпус брелока A63/93;1 шт.;540.00р.;570.00р.;;;;;;;
Корпус брелока E60/63/90/93;1 шт.;540.00р.;570.00р.;;;;;;;
Корпус брелока A66/96;1 шт.;540.00р.;570.00р.;;;;;;;
Корпус брелока E66/96;1 шт.;540.00р.;570.00р.;;;;;;;
PANDORA DX-90 ЧЕХОЛ (кожа);1 шт.;190.00р.;300.00р.;;;;;;;
PANDORA DX-50 ЧЕХОЛ (кожа);1 шт.;190.00р.;300.00р.;;;;;;;
STARLINE  ЧЕХОЛ ДЛЯ МЕТКИ/ДОП.БРЕЛКА (кожа);1 шт.;255.00р.;305.00р.;;;;;;;
STARLINE  A61/A91 ЧЕХОЛ (кожа);1 шт.;255.00р.;305.00р.;;;http://www.master12volt.ru/products/breloki-k-avtosiznalizatsiyam/2888/;;;;
STARLINE  A62/92 ЧЕХОЛ (кожа);1 шт.;255.00р.;305.00р.;;;http://www.master12volt.ru/products/breloki-k-avtosiznalizatsiyam/1779/;;;;
STARLINE  A63/A93 ЧЕХОЛ (кожа);1 шт.;255.00р.;305.00р.;;;http://www.master12volt.ru/products/breloki-k-avtosiznalizatsiyam/2889/;;;;
STARLINE  A63/A93 ЧЕХОЛ силиконовый цветной (синий,красный,черный);1 шт.;155.00р.;255.00р.;;;http://www.master12volt.ru/products/breloki-k-avtosiznalizatsiyam/2890/;;;;
STARLINE  B62/В92 ЧЕХОЛ (кожа);1 шт.;255.00р.;305.00р.;;;http://www.master12volt.ru/products/breloki-k-avtosiznalizatsiyam/1778/;;;;
STARLINE  D64/D94 ЧЕХОЛ (кожа);1 шт.;255.00р.;305.00р.;;;http://www.master12volt.ru/products/breloki-k-avtosiznalizatsiyam/1777/;;;;
STARLINE  E60/E90 ЧЕХОЛ (кожа);1 шт.;255.00р.;305.00р.;;;http://www.master12volt.ru/products/breloki-k-avtosiznalizatsiyam/2891/;;;;
 Датчики парковки/Парковочные комплекты/Датчики слепых зон;;;;;;;;;;
INTERPOWER IP 415 BLACK;10 шт.;1,100.00р.;1,500.00р.;;;http://www.master12volt.ru/products/datchiki_parkovki/5182/;;;;
INTERPOWER IP 416 BLACK;10 шт.;1,100.00р.;1,500.00р.;;;http://www.master12volt.ru/products/datchiki_parkovki/5183/;;;;
PARK MASTER СПП-01 BLACK;20 шт.;2,400.00р.;3,150.00р.;;;http://www.master12volt.ru/products/datchiki_parkovki/5117/;;;;
PARK MASTER СПП-01 SILVER;20 шт.;2,400.00р.;3,150.00р.;;;http://www.master12volt.ru/products/datchiki_parkovki/5117/;;;;
PARK MASTER СПП-01 WT;20 шт.;2,400.00р.;3,150.00р.;;;http://www.master12volt.ru/products/datchiki_parkovki/5117/;;;;
ACES PS-204P BLACK ;10 шт.;1,100.00р.;1,500.00р.;;NEW поступление!!!;http://www.master12volt.ru/products/datchiki_parkovki/5199/;;;;
PARK MASTER 4-FJ-40-BLACK;20 шт.;2,195.00р.;2,570.00р.;;;http://www.master12volt.ru/products/parkmaster/1474/;;;;
PARK MASTER 4-FJ-40-SILVER;20 шт.;2,195.00р.;2,570.00р.;;;http://www.master12volt.ru/products/parkmaster/1474/;;;;
PARK MASTER 4-FJ-40-WT;20 шт.;2,195.00р.;2,570.00р.;;;http://www.master12volt.ru/products/parkmaster/1474/;;;;
PARK MASTER 234 (4 датчика) черный/серебро/белый цвет;20 шт.;4,390.00р.;5,200.00р.;;;http://www.master12volt.ru/products/datchiki_parkovki/2321/;;;;
PARK MASTER 234 Ах (внутрение 4 датчика) черный/серебро/белый цвет;20 шт.;5,900.00р.;6,900.00р.;;;http://www.master12volt.ru/products/datchiki_parkovki/5131/;;;;
PARK MASTER 238 (8 датчиков) черный/серебро/белый цвет ;20 шт.;8,550.00р.;10,050.00р.;;;http://www.master12volt.ru/products/datchiki_parkovki/2322/;;;;
PARK MASTER 238 Ах (внутренние 8 датчиков) черный/серебро/белый цвет ;20 шт.;10,900.00р.;12,800.00р.;;;http://www.master12volt.ru/products/datchiki_parkovki/5132/;;;;
PARK MASTER 49-4-А BLACK ;20 шт.;4,390.00р.;5,200.00р.;;;http://www.master12volt.ru/products/datchiki_parkovki/5133/;;;;
PARK MASTER 49-4-A SILVER ;20 шт.;4,390.00р.;5,200.00р.;;;http://www.master12volt.ru/products/datchiki_parkovki/5133/;;;;
PARK MASTER 49-4-A WT ;20 шт.;4,390.00р.;5,200.00р.;;;http://www.master12volt.ru/products/datchiki_parkovki/5133/;;;;
PARK MASTER 49-4-Ах BLACK (внутренние датчики);20 шт.;5,900.00р.;6,900.00р.;;;http://www.master12volt.ru/products/datchiki_parkovki/5134/;;;;
PARK MASTER 49-4-Aх SILVER (внутренние датчики);20 шт.;5,900.00р.;6,900.00р.;;;http://www.master12volt.ru/products/datchiki_parkovki/5134/;;;;
PARK MASTER 49-4-Aх WT (внутренние датчики);20 шт.;5,900.00р.;6,900.00р.;;;http://www.master12volt.ru/products/datchiki_parkovki/5134/;;;;
PARK MASTER 49F-4-А BLACK (фронтальные датчики);20 шт.;4,490.00р.;5,300.00р.;;;http://www.master12volt.ru/products/datchiki_parkovki/4768/;;;;
PARK MASTER 49F-4-A SILVER (фронтальные датчики);20 шт.;4,490.00р.;5,300.00р.;;;http://www.master12volt.ru/products/datchiki_parkovki/4870/;;;;
PARK MASTER 49F-4-A WT (фронтальные датчики);20 шт.;4,490.00р.;5,300.00р.;;;http://www.master12volt.ru/products/datchiki_parkovki/4871/;;;;
PARK MASTER 32-4-A BLACK;20 шт.;4,390.00р.;5,200.00р.;;;http://www.master12volt.ru/products/parkmaster/378/;;;;
PARK MASTER 32-4-A SILVER;20 шт.;4,390.00р.;5,200.00р.;;;http://www.master12volt.ru/products/parkmaster/378/;;;;
PARK MASTER 32-4-A WT;20 шт.;4,390.00р.;5,200.00р.;;;http://www.master12volt.ru/products/parkmaster/378/;;;;
PARK MASTER 32F-4-A BLACK (фронтальные датчики);20 шт.;4,490.00р.;5,300.00р.;;;http://www.master12volt.ru/products/parkmaster/1795/;;;;
PARK MASTER 32F-4-A SILVER (фронтальные датчики);20 шт.;4,490.00р.;5,300.00р.;;;http://www.master12volt.ru/products/parkmaster/1795/;;;;
PARK MASTER 32F-4-A WT (фронтальные датчики);20 шт.;4,490.00р.;5,300.00р.;;;http://www.master12volt.ru/products/parkmaster/1795/;;;;
PARK MASTER 34-4-A BLACK;20 шт.;4,390.00р.;5,200.00р.;;;http://www.master12volt.ru/products/parkmaster/731/;;;;
PARK MASTER 34-4-A SILVER;20 шт.;4,390.00р.;5,200.00р.;;;http://www.master12volt.ru/products/parkmaster/731/;;;;
PARK MASTER 34-4-A WT;20 шт.;4,390.00р.;5,200.00р.;;;http://www.master12volt.ru/products/parkmaster/731/;;;;
PARK MASTER 27-8-A BLACK;20 шт.;14,900.00р.;17,600.00р.;;;http://www.master12volt.ru/products/parkmaster/1479/;;;;
PARK MASTER 27-8-A SILVER;20 шт.;14,900.00р.;17,600.00р.;;;http://www.master12volt.ru/products/parkmaster/1479/;;;;
PARK MASTER 27-8-A WT;20 шт.;14,900.00р.;17,600.00р.;;;http://www.master12volt.ru/products/parkmaster/1479/;;;;
PARK MASTER 8-FJ-27 BLACK;20 шт.;8,550.00р.;10,050.00р.;;;http://www.master12volt.ru/products/parkmaster/1793/;;;;
PARK MASTER 8-FJ-27 SILVER;20 шт.;8,550.00р.;10,050.00р.;;;http://www.master12volt.ru/products/parkmaster/1793/;;;;
PARK MASTER 8-FJ-27 WT;20 шт.;8,550.00р.;10,050.00р.;;;http://www.master12volt.ru/products/parkmaster/1793/;;;;
Датчик A;1 шт.;610.00р.;900.00р.;;;http://www.master12volt.ru/products/parkmaster/1797/;;;;
Датчик FJ;1 шт.;610.00р.;900.00р.;;;http://www.master12volt.ru/products/parkmaster/1800/;;;;
Датчик XJ;1 шт.;910.00р.;1,300.00р.;;;http://www.master12volt.ru/products/parkmaster/1801/;;;;
Датчик ZJ;1 шт.;610.00р.;900.00р.;;;http://www.master12volt.ru/products/parkmaster/1802/;;;;
Зеркала с монитором и видеорегистратором/камера заднего вида;;;;;;;;;;
Blackview X5 lite - зеркало-видеорегистратор;1 шт.;2,990.00р.;3,590.00р.;;;http://www.master12volt.ru/products/videoregistratory/4960/;;;;
Blackview X7 NEW - зеркало-видеорегистратор с сенсорным дисплеем;1 шт.;4,990.00р.;5,990.00р.;;Ожидается !!!;http://www.master12volt.ru/products/blackview+1/4429/;;;;
Blackview XZ7 - потоковое зеркало-регистратор;1 шт.;6,490.00р.;7,990.00р.;;;http://www.master12volt.ru/products/videoregistratory/4962/;;;;
"BLACKVIEW GX9 (9.66"", 2+16Gb, Android 8.1, 3G/LTE, Wi-Fi, GPS, BT) - зеркало-регистратор";1 шт.;9,990.00р.;11,990.00р.;;;http://www.master12volt.ru/products/videoregistratory/5055/;;;;
"BLACKVIEW GX9  PRO(9.66"", 2+16Gb, Android 8.1, 3G/LTE, Wi-Fi, GPS, BT) - зеркало-регистратор";1 шт.;10,690.00р.;13,390.00р.;;;http://www.master12volt.ru/products/videoregistratory/5352/;;;;
"BLACKVIEW GX12 (11.66"", 2+32Gb, Android 8.1, 3G/LTE, Wi-Fi, GPS, BT) - зеркало-регистратор";1 шт.;11,590.00р.;13,990.00р.;;;http://www.master12volt.ru/products/videoregistratory/5056/;;;;
"FORCAR MR-500 экран 5"" Зеркало с дисплеем";1 шт.;1,800.00р.;2,300.00р.;;NEW поступление!!!;http://www.master12volt.ru/products/videoregistratory/5546/;;;;
"FORCAR MR-F431 зеркало-видеорегистратор 4.3""";1 шт.;2,650.00р.;3,300.00р.;;;http://www.master12volt.ru/products/videoregistratory/4786/;;;;
"FORCAR MR-F432 зеркало-видеорегистратор 4.3""+камера заднего вида";1 шт.;2,900.00р.;3,600.00р.;;;http://www.master12volt.ru/products/videoregistratory/4787/;;;;
"FORCAR MR-F680FHD Зеркало-видеорегистратор экран 6,8"" 2 камеры, Touch Screen, Steel Metal";1 шт.;5,200.00р.;6,800.00р.;;;http://www.master12volt.ru/products/videoregistratory/5157/;;;;
"INTERPOWER зеркало-монитор 4,3""";1 шт.;1,700.00р.;1,950.00р.;;;http://www.master12volt.ru/products/videoregistratory/4083/;;;;
"INTERPOWER зеркало-монитор 5""";1 шт.;2,090.00р.;2,250.00р.;;;http://www.master12volt.ru/products/interpower/4084/;;;;
"INTERPOWER зеркало-монитор 5"" HD";1 шт.;2,290.00р.;2,590.00р.;;;http://www.master12volt.ru/products/interpower/4085/;;;;
INTERPOWER Штатное зеркало-монитор 430AV;1 шт.;1,850.00р.;2,250.00р.;;;http://www.master12volt.ru/products/videoregistratory/4086/;;;;
INTERPOWER Крепление №2 к зеркалу-монитору 430AV;1 шт.;400.00р.;600.00р.;;;http://www.master12volt.ru/products/videoregistratory/4087/;;;;
INTERPOWER Крепление №3 к зеркалу-монитору 430AV;1 шт.;400.00р.;600.00р.;;;http://www.master12volt.ru/products/videoregistratory/4088/;;;;
Камеры заднего вида;;;;;;;;;;
AURA RVC-4211 Камера заднего вида, универсальная;1 шт.;790.00р.;1,110.00р.;;;http://www.master12volt.ru/products/dop_oborudovanie_i_aksessuary/5436/;;;;
AURA RVC-4221 Камера заднего вида, универсальная;1 шт.;1,090.00р.;1,530.00р.;;;http://www.master12volt.ru/products/dop_oborudovanie_i_aksessuary/5437/;;;;
AURA RVC-5212 Камера заднего вида, универсальная;1 шт.;890.00р.;1,250.00р.;;;http://www.master12volt.ru/products/dop_oborudovanie_i_aksessuary/5469/;;;;
AURA RVC-5222 Камера заднего вида, универсальная;1 шт.;1,290.00р.;1,810.00р.;;;http://www.master12volt.ru/products/dop_oborudovanie_i_aksessuary/5470/;;;;
AURA RVC-5232HD  Камера заднего вида, универсальная;1 шт.;2,190.00р.;3,070.00р.;;;http://www.master12volt.ru/products/dop_oborudovanie_i_aksessuary/5471/;;;;
AURA RVC-6213 Камера заднего вида, универсальная;1 шт.;890.00р.;1,310.00р.;;Ожидается !!!;http://www.master12volt.ru/products/dop_oborudovanie_i_aksessuary/5438/;;;;
AURA RVC-7214 Камера заднего вида в рамке номерного знака;1 шт.;1,190.00р.;1,670.00р.;;;http://www.master12volt.ru/products/dop_oborudovanie_i_aksessuary/5439/;;;;
AURA RVC-7224 Камера заднего вида в рамке номерного знака;1 шт.;1,390.00р.;1,950.00р.;;;http://www.master12volt.ru/products/dop_oborudovanie_i_aksessuary/5440/;;;;
BLACKVIEW IC-01 ( камера заднего вида);1 шт.;750.00р.;1,000.00р.;;;http://www.master12volt.ru/products/blackview-6/4151/;;;;
BLACKVIEW UC-36 ( камера заднего вида);1 шт.;650.00р.;800.00р.;;;http://www.master12volt.ru/products/videokamery/3825/;;;;
FORCAR FC-001;1 шт.;800.00р.;1,200.00р.;;;http://www.master12volt.ru/products/dop_oborudovanie_i_aksessuary/4788/;;;;
FORCAR FC-002;1 шт.;1,100.00р.;1,200.00р.;;;http://www.master12volt.ru/products/dop_oborudovanie_i_aksessuary/4789/;;;;
FORCAR FC-003;1 шт.;1,100.00р.;1,200.00р.;;;http://www.master12volt.ru/products/dop_oborudovanie_i_aksessuary/4790/;;;;
FORCAR FC-006 ( камера заднего вида в рамке );1 шт.;1,500.00р.;1,900.00р.;;;http://www.master12volt.ru/products/dop_oborudovanie_i_aksessuary/4791/;;;;
FORCAR FC-007;1 шт.;1,400.00р.;1,700.00р.;;;http://www.master12volt.ru/products/dop_oborudovanie_i_aksessuary/4792/;;;;
INTERPOWER IP 616 (камера в рамке );1 шт.;1,290.00р.;1,500.00р.;;;http://www.master12volt.ru/products/dop_oborudovanie_i_aksessuary/4202/;;;;
Камера заднего вида STARE BC-300U;1 шт.;1,850.00р.;2,450.00р.;;;;;;;
Камера заднего вида STARE BC-730U;1 шт.;1,850.00р.;2,450.00р.;;;;;;;
Камера заднего вида STARE BC-310U;1 шт.;1,850.00р.;2,450.00р.;;;;;;;
Камера заднего вида STARE BC-720U;1 шт.;1,850.00р.;2,450.00р.;;;;;;;
Камера заднего вида STARE BC-720Y (eagle eye);1 шт.;2,650.00р.;3,500.00р.;;;;;;;
Камера заднего вида STARE BC-190Y (eagle eye);1 шт.;2,990.00р.;3,990.00р.;;;;;;;
Камера заднего вида STARE BC-150Y (eagle eye);1 шт.;2,550.00р.;3,390.00р.;;;;;;;
Камера заднего вида STARE BC-170A;1 шт.;2,300.00р.;3,200.00р.;;;;;;;
Камера заднего вида STARE BC-150G (дин. Линии);1 шт.;2,550.00р.;3,390.00р.;;;;;;;
Камера заднего вида с омывателем STARE BC-750 AquaCam;1 шт.;2,850.00р.;3,990.00р.;;;;;;;
Камера заднего вида STARE BC-170U;1 шт.;1,850.00р.;2,450.00р.;;;;;;;
Камеры STARE BC-190Y, BC-150Y, BC-170A, BC-170Y совместимы с индивидуальными для каждого автомобиля  пластиковыми площадками плафона освещения номерного знака;1 шт.;250.00р.;400.00р.;;;;;;;
AUX АДАПТЕРЫ/FM-ТРАНСМИТТЕРЫ/ПУСКО-ЗАРЯДНЫЕ УСТРОЙСТВА;;;;;;;;;;
AURA  ABT-903R  AUX адаптер, 3.5 jack, Bluetooth, красный;1 шт.;350.00р.;450.00р.;;;http://www.master12volt.ru/products/dop_oborudovanie_i_aksessuary/5184/;;;;
AURA  ABT-902W  AUX адаптер, 3.5 jack, Bluetooth, белый ;1 шт.;350.00р.;450.00р.;;;http://www.master12volt.ru/products/dop_oborudovanie_i_aksessuary/5185/;;;;
AURA  ABT-901В  AUX адаптер, 3.5 jack, Bluetooth, черный;1 шт.;350.00р.;450.00р.;;;http://www.master12volt.ru/products/avtozvuk/5452/;;;;
BLACKVIEW SOLO FM&BT-трансмиттер ;1 шт.;1,000.00р.;1,390.00р.;;;http://www.master12volt.ru/products/dop_oborudovanie_i_aksessuary/5472/;;;;
BLACKVIEW SOLO 2 FAST CHARGE FM&BT-трансмиттер ;1 шт.;1,290.00р.;1,590.00р.;;;http://www.master12volt.ru/products/fm-transmittery/2735/;;;;
URAL USB VOLTMETER CHARGER;1 шт.;750.00р.;990.00р.;;;http://www.master12volt.ru/products/dop_oborudovanie_i_aksessuary/3462/;;;;
Комбо-устройства;;;;;; ;;;;
MIO MiVue I85 комбо устройство (регистратор + радар + информатор);1 шт.;9,700.00р.;10,990.00р.;;;http://www.master12volt.ru/products/mio1/4332/;;;;
PROLOGY iONE-2000 комбо-устройство;1 шт.;11,000.00р.;12,990.00р.;;;http://www.master12volt.ru/products/videoregistratory/5257/;;;;
PROLOGY iONE-2500 комбо-устройство;1 шт.;11,570.00р.;13,990.00р.;;;http://www.master12volt.ru/products/videoregistratory/5309/;;;;
PROLOGY iONE-3000 комбо-устройство;1 шт.;12,300.00р.;14,990.00р.;;;http://www.master12volt.ru/products/videoregistratory/5450/;;;;
STREET STORM STR-9930SE ;1 шт.;10,400.00р.;12,500.00р.;;Снова в продаже!!!;http://www.master12volt.ru/products/videoregistratory/5566/;;;;
ВидеоРегистраторы;;;;;;;;;;
Blackview BR-11 - крепление-присоска на стекло;1 шт.;150.00р.;300.00р.;;NEW поступление!!!;http://www.master12volt.ru/products/dop_oborudovanie_i_aksessuary/5535/;;;;
